year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2023,Punjab,Punjab_D100,1344.5,30.02,82.3,139.6,0.0,13.4,5.69,Oilseeds,3110.0
2023,Bihar,Bihar_D68,1207.4,22.25,58.8,0.0,39.2,39.9,7.95,Sugarcane,76769.0
2022,Andhra Pradesh,Andhra_D117,914.5,22.97,58.4,38.3,38.8,8.3,6.9,Cotton,2360.1
2020,Odisha,Odisha_D74,1083.8,24.95,99.0,76.4,0.0,41.1,7.25,Jute,3717.0
2022,Telangana,Telangana_D109,1684.0,28.86,69.6,42.2,58.9,33.5,6.4,Sugarcane,88017.6
2020,Andhra Pradesh,Andhra_D143,1221.7,24.8,84.3,110.8,40.6,2.7,6.54,Maize,4539.3
2024,Tamil Nadu,Tamil_D125,782.6,27.53,51.0,92.6,,64.5,6.08,Millets,3156.8
2021,Kerala,Kerala_D40,1411.1,24.13,74.8,73.7,0.0,46.0,6.48,Oilseeds,3210.9
2021,Madhya Pradesh,Madhya_D49,,27.33,81.1,84.0,67.0,33.7,5.64,Maize,4739.4
2021,Odisha,Odisha_D76,514.9,21.81,70.9,77.6,39.9,17.5,4.59,Groundnut,2908.7
2022,Odisha,Odisha_D56,827.7,21.91,43.9,,32.5,38.6,6.23,Pulses,
2024,Jharkhand,Jharkhand_D15,311.1,24.95,56.4,108.4,54.4,51.9,5.11,Pulses,2531.8
2020,Punjab,Punjab_D149,150.0,29.44,75.5,26.3,35.2,41.0,6.44,Pulses,2248.9
2023,Gujarat,Gujarat_D139,520.4,,46.0,,,47.5,5.99,Jute,3273.3
2020,Odisha,Odisha_D16,949.0,23.9,99.0,90.4,0.0,80.8,6.23,Groundnut,3745.5
2023,Telangana,Telangana_D81,950.2,22.47,87.1,59.8,62.6,0.0,5.97,Groundnut,3647.7
2020,Chhattisgarh,Chhattisgarh_D15,335.4,31.14,47.4,55.2,55.0,0.0,7.03,Sugarcane,79986.2
2024,Odisha,Odisha_D13,150.0,32.45,73.9,55.5,26.8,19.8,5.71,Cotton,1769.5
2023,Gujarat,Gujarat_D150,1488.3,29.03,71.1,5.6,32.9,,,Maize,4245.9
2022,Jharkhand,Jharkhand_D123,938.1,28.42,86.3,161.2,49.6,24.2,6.43,Cotton,2653.5
2020,Chhattisgarh,Chhattisgarh_D129,1522.3,18.45,32.5,111.5,21.8,25.3,5.43,Wheat,4452.1
2020,Karnataka,Karnataka_D136,1499.4,29.37,72.5,,,119.5,5.91,Cotton,2540.6
2023,Gujarat,Gujarat_D41,1193.9,33.35,52.0,48.5,20.1,41.4,5.24,Wheat,3698.7
2022,Andhra Pradesh,Andhra_D15,923.7,31.29,76.6,75.0,33.9,0.0,5.33,Oilseeds,2681.9
2022,Jharkhand,Jharkhand_D131,740.9,31.07,53.7,59.2,52.6,,5.92,Wheat,3906.9
2024,Uttar Pradesh,Uttar_D21,1187.4,20.38,90.5,153.9,7.6,70.8,6.62,Groundnut,3594.7
2022,Bihar,Bihar_D48,836.1,24.18,74.6,0.0,22.1,66.3,7.59,Maize,
2022,Kerala,Kerala_D18,664.2,,43.0,15.5,0.0,43.0,6.52,Wheat,4007.5
2022,Karnataka,Karnataka_D18,150.0,24.15,31.7,7.4,72.7,34.4,6.16,Sugarcane,74065.0
2021,Tamil Nadu,Tamil_D61,866.8,22.36,77.5,114.7,28.0,62.7,5.82,Millets,3560.3
2024,Haryana,Haryana_D104,1338.7,28.68,59.6,48.3,58.1,88.1,4.52,Pulses,2459.5
2020,Madhya Pradesh,Madhya_D31,1403.7,30.99,78.6,102.6,5.9,0.0,5.77,Millets,3167.6
2023,Madhya Pradesh,Madhya_D146,921.3,,60.1,78.6,57.1,15.3,6.26,Jute,3758.5
2020,Telangana,Telangana_D64,544.5,31.15,88.1,124.6,53.1,19.2,6.74,Wheat,4411.9
2024,Karnataka,Karnataka_D149,1261.1,27.89,85.1,120.7,5.5,28.2,6.85,Rice,3827.8
2023,Andhra Pradesh,Andhra_D11,893.9,33.49,76.5,87.9,27.4,64.4,5.87,Maize,4377.1
2024,Haryana,Haryana_D21,753.7,30.18,56.5,120.7,6.3,0.0,6.85,Oilseeds,2614.1
2022,Assam,Assam_D108,,27.52,61.2,,36.9,0.0,,Groundnut,2484.9
2023,Karnataka,Karnataka_D150,1741.5,27.55,66.1,0.0,62.4,13.7,7.5,Oilseeds,2740.2
2022,Bihar,Bihar_D145,1195.4,,54.3,,41.3,33.4,7.52,Millets,3059.8
2020,Jharkhand,Jharkhand_D134,1238.5,34.27,79.9,77.3,32.8,56.8,5.98,Millets,2900.2
2020,Assam,Assam_D81,554.9,29.45,65.1,44.3,,41.4,5.5,Millets,2946.6
2023,Odisha,Odisha_D67,931.9,25.53,67.3,69.4,26.4,79.1,5.42,Wheat,4999.5
2023,Kerala,Kerala_D53,867.4,29.28,62.2,0.0,53.6,116.5,6.66,Rice,3480.3
2024,Karnataka,Karnataka_D81,1212.8,28.86,69.7,48.5,0.0,47.5,7.82,Pulses,2450.7
2024,Odisha,Odisha_D62,1443.9,25.31,,142.4,42.6,70.9,6.15,Groundnut,3925.7
2022,Kerala,Kerala_D68,326.3,23.72,61.8,117.1,40.4,55.9,6.0,Pulses,2665.6
2023,Uttar Pradesh,Uttar_D102,470.1,31.73,66.5,119.4,15.5,35.8,7.47,Millets,2624.1
2020,Tamil Nadu,Tamil_D34,1158.3,,63.0,64.5,,30.0,6.61,Rice,3605.9
2024,Tamil Nadu,Tamil_D77,696.8,25.73,63.1,107.7,2.5,55.9,,Sugarcane,77379.6
2024,Uttar Pradesh,Uttar_D118,1225.9,29.33,70.3,146.6,16.5,38.7,6.35,Groundnut,3532.3
2020,Odisha,Odisha_D81,750.8,,31.6,124.9,57.5,35.5,6.8,Maize,3940.0
2024,Andhra Pradesh,Andhra_D19,400.5,27.91,91.0,114.0,33.6,21.3,5.94,Wheat,4104.1
2022,West Bengal,West_D3,196.3,25.48,81.4,0.0,24.0,,6.11,Groundnut,2725.4
2023,Tamil Nadu,Tamil_D118,,16.68,72.4,108.7,7.7,46.3,6.39,Sugarcane,80469.8
2020,Madhya Pradesh,Madhya_D145,1103.5,28.55,82.6,68.7,48.8,,7.33,Millets,3191.3
2023,Telangana,Telangana_D26,1288.1,28.05,49.6,35.7,50.9,69.1,6.61,Wheat,4817.2
2024,Karnataka,Karnataka_D19,1031.1,28.42,43.8,108.8,44.6,65.8,7.66,Sugarcane,77595.1
2024,Punjab,Punjab_D138,150.0,18.7,41.7,83.2,6.2,26.6,,Rice,2377.1
2020,Tamil Nadu,Tamil_D55,1101.4,,76.5,100.8,31.9,2.0,6.51,Groundnut,3619.6
2022,Chhattisgarh,Chhattisgarh_D130,,31.65,72.1,52.0,37.1,27.2,4.9,Millets,2470.8
2021,Kerala,Kerala_D68,152.9,27.3,75.4,17.1,33.6,0.0,6.73,Jute,2689.6
2020,West Bengal,West_D34,150.0,19.43,84.0,168.7,0.0,74.3,4.53,Rice,2496.3
2021,Odisha,Odisha_D90,150.0,27.34,34.4,,38.1,0.0,7.13,Wheat,3295.4
2021,Chhattisgarh,Chhattisgarh_D18,1011.6,20.72,52.0,54.0,0.0,39.0,7.06,Oilseeds,2903.9
2022,Haryana,Haryana_D63,607.5,24.71,60.2,119.7,65.8,,5.96,Rice,3480.7
2021,Odisha,Odisha_D95,292.4,28.01,80.0,142.6,6.7,32.2,5.46,Jute,3044.6
2021,Tamil Nadu,Tamil_D73,909.2,28.02,72.2,90.2,59.9,66.5,5.69,Groundnut,3462.0
2022,Kerala,Kerala_D41,457.6,31.03,99.0,120.8,26.3,49.8,5.37,Wheat,4301.0
2021,Gujarat,Gujarat_D113,1292.4,28.86,53.6,103.1,29.4,0.0,6.04,Rice,3459.0
2021,Assam,Assam_D140,1480.1,29.11,77.8,38.2,32.2,80.5,6.22,Cotton,2372.2
2021,Haryana,Haryana_D78,813.0,25.47,84.3,28.6,27.7,10.0,6.09,Maize,4516.4
2020,Tamil Nadu,Tamil_D136,1450.9,23.6,92.0,,0.0,0.0,7.15,Wheat,4731.1
2020,Gujarat,Gujarat_D3,1450.2,27.2,66.9,108.5,,45.4,6.5,Millets,3407.9
2020,Bihar,Bihar_D142,933.8,31.08,50.5,204.3,20.2,0.0,6.81,Millets,3047.7
2022,Kerala,Kerala_D77,1593.4,30.3,79.8,42.8,0.0,75.2,6.26,Pulses,2818.9
2024,Jharkhand,Jharkhand_D27,651.3,26.2,74.4,81.1,14.5,0.0,5.96,Oilseeds,2861.1
2021,Kerala,Kerala_D35,150.0,26.76,78.6,85.0,29.0,30.9,5.79,Oilseeds,2630.3
2021,Punjab,Punjab_D68,278.2,23.39,90.3,17.2,6.8,24.0,5.5,Sugarcane,77460.1
2022,Andhra Pradesh,Andhra_D30,632.9,31.6,66.4,55.7,27.2,68.2,7.22,Sugarcane,78301.3
2021,Assam,Assam_D28,1113.7,33.46,54.4,102.8,27.3,64.3,5.83,Pulses,2219.0
2020,Kerala,Kerala_D142,438.1,28.76,78.5,102.3,24.6,5.3,6.36,Jute,3229.3
2024,Andhra Pradesh,Andhra_D40,629.7,20.46,74.6,51.2,15.5,78.4,6.88,Cotton,2337.4
2023,Chhattisgarh,Chhattisgarh_D70,400.2,29.69,65.2,73.1,26.6,0.8,6.18,Groundnut,3007.4
2021,Gujarat,Gujarat_D73,638.8,33.62,,168.0,26.7,33.4,5.62,Pulses,2401.9
2020,Karnataka,Karnataka_D54,1437.1,22.53,75.1,78.2,1.3,43.1,6.01,Millets,3581.1
2023,Jharkhand,Jharkhand_D88,1043.0,30.38,82.8,51.0,32.4,59.8,7.56,Pulses,2523.2
2024,Andhra Pradesh,Andhra_D53,669.2,26.25,46.1,173.8,53.7,72.7,6.79,Oilseeds,3134.6
2023,Assam,Assam_D68,1388.2,31.98,70.7,94.5,12.8,37.0,5.73,Millets,3283.7
2020,Assam,Assam_D130,910.3,22.37,78.8,41.5,40.6,0.0,6.75,Rice,3155.3
2023,Odisha,Odisha_D126,953.5,25.27,97.0,127.2,10.3,21.6,6.83,Oilseeds,3338.0
2022,Andhra Pradesh,Andhra_D65,1357.1,20.73,,32.9,28.6,1.4,7.72,Oilseeds,2650.3
2023,Bihar,Bihar_D14,763.0,28.36,93.3,39.6,,40.3,6.93,Maize,4510.2
2021,Haryana,Haryana_D24,1266.5,29.21,82.6,56.8,2.8,30.1,6.7,Sugarcane,74921.8
2021,Andhra Pradesh,Andhra_D109,1238.0,28.38,82.9,40.5,23.3,85.3,6.46,Pulses,2916.7
2022,Gujarat,Gujarat_D71,841.8,24.94,57.9,45.1,32.8,69.2,6.46,Wheat,4392.0
2020,Karnataka,Karnataka_D12,341.5,25.24,99.0,30.2,31.9,93.9,5.48,Wheat,4417.5
2021,Bihar,Bihar_D1,905.1,25.69,70.9,84.6,12.7,61.2,5.22,Groundnut,3428.5
2024,Jharkhand,Jharkhand_D86,1354.9,30.54,73.1,24.1,13.3,44.2,6.27,Pulses,
2021,Jharkhand,Jharkhand_D34,1227.9,21.19,70.3,19.2,42.1,44.4,6.92,Sugarcane,83107.0
2021,Andhra Pradesh,Andhra_D68,1584.1,25.64,,100.6,10.2,,5.84,Sugarcane,82368.2
2020,Punjab,Punjab_D42,703.8,21.11,99.0,69.9,33.6,22.5,5.72,Maize,
2023,Andhra Pradesh,Andhra_D114,1211.7,25.36,79.9,80.1,4.4,29.0,5.63,Sugarcane,81469.0
2021,Bihar,Bihar_D142,497.5,26.94,64.2,68.3,,88.0,6.37,Millets,3080.2
2022,Karnataka,Karnataka_D110,980.6,35.4,95.5,179.8,0.0,15.6,5.61,Sugarcane,
2023,Tamil Nadu,Tamil_D144,1342.2,24.33,51.1,80.9,33.4,60.5,7.93,Cotton,2221.3
2024,Jharkhand,Jharkhand_D3,1262.6,31.11,59.6,71.8,22.8,0.9,5.73,Jute,3459.3
2020,Punjab,Punjab_D29,941.2,20.16,49.2,96.9,17.3,34.0,7.41,Oilseeds,2716.5
2024,Assam,Assam_D20,792.8,27.16,64.5,94.5,52.1,37.3,7.24,Groundnut,3478.3
2023,Jharkhand,Jharkhand_D39,502.1,,85.1,123.4,11.9,48.1,6.1,Rice,3516.3
2023,Kerala,Kerala_D140,809.7,29.98,66.7,87.8,45.0,56.2,6.21,Rice,3813.2
2023,West Bengal,West_D10,375.9,,70.9,,34.0,24.5,7.2,Oilseeds,2754.1
2024,Punjab,Punjab_D95,762.7,23.86,75.5,114.6,58.2,62.8,5.65,Pulses,3201.2
2023,Punjab,Punjab_D150,177.5,18.68,66.6,128.7,60.8,,6.64,Oilseeds,2529.3
2024,West Bengal,West_D142,372.5,28.32,53.2,59.6,15.6,20.2,4.69,Sugarcane,74571.0
2023,Bihar,Bihar_D38,1241.1,24.43,45.2,13.3,43.0,22.7,6.16,Oilseeds,
2022,Tamil Nadu,Tamil_D111,1196.6,31.1,89.6,5.4,76.1,30.6,6.79,Oilseeds,2686.6
2023,Bihar,Bihar_D33,784.5,29.05,60.5,102.9,39.6,22.6,5.29,Oilseeds,2874.0
2024,Telangana,Telangana_D11,925.9,31.74,59.7,89.5,22.0,4.0,6.5,Rice,3481.4
2021,Karnataka,Karnataka_D79,979.6,23.51,47.6,20.5,0.0,58.6,5.27,Oilseeds,2906.5
2023,Kerala,Kerala_D94,1084.1,27.82,67.9,80.0,0.0,10.0,5.98,Pulses,2632.1
2021,West Bengal,West_D11,1041.3,27.76,78.1,60.4,0.0,65.2,7.92,Groundnut,2930.8
2022,Tamil Nadu,Tamil_D92,365.3,25.02,64.5,44.6,77.0,64.3,7.11,Pulses,2457.6
2020,Chhattisgarh,Chhattisgarh_D54,150.0,31.92,75.3,0.0,29.0,0.0,6.46,Jute,2344.9
2022,Uttar Pradesh,Uttar_D64,493.2,30.13,40.4,62.7,33.5,,6.16,Cotton,2072.6
2023,Assam,Assam_D27,838.3,35.12,72.6,96.3,16.7,39.0,6.09,Millets,2634.2
2021,Bihar,Bihar_D91,,29.78,63.9,160.8,39.5,8.5,5.35,Cotton,2499.0
2021,Assam,Assam_D144,993.7,34.48,48.4,19.1,26.9,30.2,6.02,Rice,3144.3
2024,Telangana,Telangana_D105,1113.8,34.38,45.7,60.2,6.0,56.9,6.0,Maize,4185.6
2021,Punjab,Punjab_D40,541.2,25.03,57.1,153.0,0.0,75.9,8.02,Sugarcane,75609.1
2024,Haryana,Haryana_D61,871.7,,51.8,124.2,0.0,11.4,6.11,Rice,3178.8
2020,Haryana,Haryana_D42,926.2,33.75,75.2,116.5,18.5,65.5,5.88,Rice,3388.0
2023,Haryana,Haryana_D46,597.7,29.78,76.5,80.0,20.3,29.2,6.14,Jute,3153.7
2024,Kerala,Kerala_D106,472.2,29.09,72.6,117.0,40.7,0.0,6.72,Millets,3316.6
2020,Gujarat,Gujarat_D7,809.3,25.21,75.6,43.6,57.7,115.8,,Rice,3537.0
2021,Tamil Nadu,Tamil_D46,1164.5,,46.4,36.8,9.6,102.3,6.8,Rice,3575.7
2021,Jharkhand,Jharkhand_D86,538.0,31.07,77.6,8.4,,24.7,7.43,Jute,2730.3
2020,Punjab,Punjab_D106,816.7,29.63,80.0,,66.1,48.0,6.2,Maize,4586.4
2021,Uttar Pradesh,Uttar_D64,1442.0,24.54,74.1,109.3,57.4,88.5,6.69,Wheat,5106.4
2020,Odisha,Odisha_D69,692.3,33.17,68.5,97.1,0.0,15.7,6.01,Groundnut,2664.7
2024,West Bengal,West_D41,902.9,27.5,58.9,157.3,61.9,64.0,5.56,Sugarcane,80429.8
2024,Assam,Assam_D28,857.7,29.72,75.1,45.9,12.9,77.8,5.89,Wheat,4620.2
2020,Telangana,Telangana_D98,824.9,,64.3,129.3,21.0,87.5,7.31,Oilseeds,2645.7
2024,Madhya Pradesh,Madhya_D10,1567.4,35.53,83.8,86.1,41.2,41.5,6.79,Sugarcane,80555.7
2024,Odisha,Odisha_D121,1022.3,28.66,74.2,126.7,17.5,0.0,7.06,Millets,3208.3
2024,Jharkhand,Jharkhand_D57,271.9,26.79,67.5,77.9,14.5,93.2,6.23,Groundnut,3015.0
2022,Gujarat,Gujarat_D52,1511.4,34.65,64.9,79.1,15.8,25.8,6.81,Pulses,2219.0
2023,Tamil Nadu,Tamil_D118,1009.9,31.43,67.6,91.6,52.3,0.0,7.39,Jute,3058.6
2021,Jharkhand,Jharkhand_D90,750.6,28.22,67.7,81.3,14.3,10.4,6.36,Groundnut,3525.0
2022,Telangana,Telangana_D79,1439.8,27.97,68.8,144.9,21.7,0.0,6.25,Wheat,4830.6
2024,Uttar Pradesh,Uttar_D59,588.5,19.16,50.6,0.0,28.6,44.0,6.47,Wheat,4036.9
2020,Madhya Pradesh,Madhya_D58,,26.65,73.6,50.4,0.0,25.6,6.42,Groundnut,3681.9
2024,Kerala,Kerala_D7,937.3,21.39,72.6,,32.1,34.2,6.59,Millets,3345.1
2023,Gujarat,Gujarat_D50,1302.2,16.32,52.3,122.7,50.3,50.6,6.11,Cotton,2320.4
2024,Uttar Pradesh,Uttar_D103,2127.0,24.62,73.5,58.1,27.8,8.5,6.63,Maize,4834.8
2020,West Bengal,West_D85,972.0,21.47,69.8,77.9,18.5,40.3,5.9,Millets,3365.6
2023,Uttar Pradesh,Uttar_D72,861.3,25.58,,63.6,8.4,,7.47,Millets,3058.9
2024,Bihar,Bihar_D18,473.2,28.23,79.1,111.0,19.2,88.3,5.48,Cotton,2357.5
2023,Chhattisgarh,Chhattisgarh_D72,851.8,29.04,90.1,74.4,23.8,18.6,6.1,Wheat,4609.1
2021,Telangana,Telangana_D90,485.5,26.56,61.4,118.7,1.4,0.0,6.94,Cotton,2064.0
2021,Gujarat,Gujarat_D131,825.2,,71.6,124.3,7.0,105.2,5.84,Groundnut,3518.7
2024,Odisha,Odisha_D103,2057.9,26.52,88.7,167.9,13.0,84.1,,Groundnut,3909.3
2023,Chhattisgarh,Chhattisgarh_D138,947.8,22.74,37.1,119.0,1.9,67.3,6.76,Jute,3226.9
2020,Haryana,Haryana_D85,678.5,32.61,98.4,101.7,30.8,64.8,6.66,Sugarcane,
2024,Telangana,Telangana_D8,816.1,26.41,71.2,162.1,39.9,49.5,6.24,Jute,4048.5
2021,Telangana,Telangana_D30,735.3,22.44,81.4,131.1,17.4,9.2,6.38,Pulses,2775.3
2021,Gujarat,Gujarat_D67,1319.4,,44.5,84.1,20.2,,,Oilseeds,3066.6
2024,West Bengal,West_D46,863.9,27.03,49.5,66.5,44.2,0.0,7.0,Wheat,4110.8
2023,Tamil Nadu,Tamil_D149,1543.6,27.23,55.5,134.7,,16.9,7.33,Wheat,4770.7
2021,Odisha,Odisha_D68,773.6,26.23,54.2,62.7,45.0,0.0,6.64,Jute,3155.7
2023,Assam,Assam_D10,799.4,30.98,35.0,98.9,0.0,0.0,6.94,Jute,3005.5
2021,Jharkhand,Jharkhand_D28,541.3,,52.1,9.7,30.1,24.2,6.53,Groundnut,3106.4
2021,Madhya Pradesh,Madhya_D112,746.6,31.01,57.5,71.9,47.2,3.6,7.41,Wheat,3911.1
2022,Jharkhand,Jharkhand_D89,206.6,26.62,48.5,144.8,81.6,71.4,5.93,Cotton,2379.0
2021,Madhya Pradesh,Madhya_D81,150.0,30.45,92.3,33.2,57.2,51.9,6.03,Oilseeds,2513.3
2020,Telangana,Telangana_D112,1149.9,24.5,79.6,114.5,17.9,17.9,6.55,Oilseeds,3347.1
2024,Bihar,Bihar_D131,201.8,30.11,59.0,0.0,0.0,21.0,6.15,Rice,2816.9
2024,Madhya Pradesh,Madhya_D30,1062.4,23.77,78.7,136.9,23.7,89.9,6.27,Maize,4810.2
2023,Tamil Nadu,Tamil_D99,699.8,33.59,75.0,44.3,51.9,2.9,6.93,Maize,3899.0
2021,Uttar Pradesh,Uttar_D148,1275.8,,44.2,64.6,10.7,0.0,5.48,Millets,3039.1
2020,Chhattisgarh,Chhattisgarh_D49,,25.28,76.4,143.6,25.9,53.2,6.16,Rice,3405.4
2023,Andhra Pradesh,Andhra_D66,1139.3,22.31,63.7,63.1,13.2,43.2,6.4,Maize,4023.7
2022,Madhya Pradesh,Madhya_D12,1032.6,,80.4,122.1,28.5,54.9,6.29,Cotton,2683.1
2023,Bihar,Bihar_D112,1045.0,26.41,53.8,111.7,34.7,0.0,5.85,Rice,3501.8
2023,Tamil Nadu,Tamil_D1,1349.6,21.65,78.2,135.4,45.7,24.4,,Cotton,2343.8
2021,Haryana,Haryana_D134,928.1,24.05,85.8,124.3,10.5,0.0,6.7,Jute,
2022,Telangana,Telangana_D138,150.0,19.18,76.0,75.0,45.8,75.8,7.59,Groundnut,2577.9
2023,Chhattisgarh,Chhattisgarh_D51,1079.6,22.48,43.1,133.0,33.3,10.1,6.29,Pulses,2942.9
2020,Kerala,Kerala_D94,1027.9,26.51,99.0,91.3,7.3,30.5,7.16,Millets,3499.1
2020,Uttar Pradesh,Uttar_D111,802.1,28.41,78.9,90.8,34.7,55.9,4.56,Rice,3228.1
2024,Madhya Pradesh,Madhya_D18,563.3,25.7,66.4,157.3,30.9,58.2,6.73,Maize,4382.0
2022,Assam,Assam_D85,,28.89,79.4,95.4,46.2,0.5,7.01,Maize,4630.0
2022,Jharkhand,Jharkhand_D81,1483.2,23.17,99.0,74.1,14.7,85.6,7.21,Maize,4650.5
2024,Telangana,Telangana_D32,532.0,28.78,48.8,155.2,14.5,37.6,6.15,Rice,3439.1
2023,Punjab,Punjab_D77,203.8,26.69,86.4,81.9,2.8,48.0,7.2,Pulses,2463.5
2022,Karnataka,Karnataka_D130,312.7,26.18,67.5,31.0,0.0,8.9,,Jute,2907.9
2020,Chhattisgarh,Chhattisgarh_D80,,26.99,65.2,9.8,24.7,50.5,5.31,Groundnut,3062.0
2020,Uttar Pradesh,Uttar_D105,1568.3,24.6,66.1,74.7,25.4,26.6,6.54,Wheat,5335.8
2021,Tamil Nadu,Tamil_D84,1781.9,20.86,38.6,58.5,0.0,44.1,6.81,Sugarcane,
2022,Andhra Pradesh,Andhra_D104,1160.1,22.82,77.2,126.8,41.0,0.0,6.66,Wheat,5166.4
2023,Punjab,Punjab_D76,507.5,21.35,33.6,55.3,42.8,0.0,7.07,Rice,2682.1
2024,Bihar,Bihar_D142,550.0,26.09,62.2,22.2,0.0,0.0,6.39,Jute,3148.0
2024,Kerala,Kerala_D33,1250.3,29.73,62.5,80.3,18.9,53.0,7.25,Oilseeds,2911.7
2023,Haryana,Haryana_D50,1432.7,32.93,64.3,8.1,40.0,50.6,,Oilseeds,2536.9
2021,Karnataka,Karnataka_D108,643.2,25.16,37.6,82.5,36.5,,,Pulses,2606.4
2024,Kerala,Kerala_D98,1469.8,26.36,83.4,81.4,13.2,74.4,6.12,Cotton,2701.6
2022,Assam,Assam_D45,808.2,34.53,42.4,64.3,54.8,19.3,6.84,Maize,3818.2
2021,Uttar Pradesh,Uttar_D146,1185.7,25.39,56.1,22.5,0.0,65.7,6.35,Jute,3385.5
2022,Bihar,Bihar_D78,,24.49,61.8,49.3,17.6,46.7,5.68,Rice,3543.1
2020,Uttar Pradesh,Uttar_D104,307.3,26.48,65.3,71.9,49.6,0.0,6.34,Sugarcane,
2021,Gujarat,Gujarat_D141,1080.6,25.3,75.7,22.8,32.1,46.4,6.71,Cotton,2380.7
2024,Haryana,Haryana_D1,1471.5,24.29,70.3,96.6,20.4,40.3,6.06,Groundnut,3754.0
2021,Andhra Pradesh,Andhra_D78,675.7,21.37,99.0,103.7,69.7,38.2,6.27,Pulses,2842.6
2021,Chhattisgarh,Chhattisgarh_D74,477.4,33.37,75.2,83.9,20.5,41.0,5.9,Wheat,3375.9
2021,Andhra Pradesh,Andhra_D54,1097.9,29.2,74.1,45.3,0.0,43.3,6.24,Oilseeds,2912.7
2021,Punjab,Punjab_D111,953.4,33.47,61.4,68.9,4.0,12.9,5.96,Wheat,3693.0
2022,Madhya Pradesh,Madhya_D149,769.1,30.82,,,60.6,69.2,6.3,Millets,3324.9
2020,Kerala,Kerala_D83,899.1,27.06,62.7,106.2,0.0,0.0,6.64,Sugarcane,77780.7
2023,Odisha,Odisha_D120,231.9,20.32,62.8,72.7,53.9,30.0,7.38,Oilseeds,
2021,Karnataka,Karnataka_D114,1061.8,23.36,99.0,111.2,22.3,66.0,6.44,Wheat,5155.3
2024,Odisha,Odisha_D114,1537.0,25.61,93.1,,69.1,58.9,5.69,Pulses,3031.6
2021,Chhattisgarh,Chhattisgarh_D55,614.1,23.14,,193.2,42.0,,6.08,Wheat,4730.9
2024,Tamil Nadu,Tamil_D131,568.6,19.72,79.7,25.4,,7.1,7.33,Rice,2484.8
2022,Punjab,Punjab_D122,,23.44,74.1,92.3,0.0,38.4,6.6,Oilseeds,2934.2
2024,Haryana,Haryana_D44,2038.4,26.22,60.1,39.0,17.6,60.0,6.03,Rice,3704.7
2023,Telangana,Telangana_D22,1340.0,33.36,99.0,31.0,49.8,35.0,6.49,Wheat,4079.6
2020,West Bengal,West_D73,862.3,24.31,67.0,126.8,69.0,24.0,5.27,Oilseeds,3150.1
2024,Telangana,Telangana_D132,915.8,29.62,90.8,74.4,0.0,42.6,5.46,Pulses,
2024,Odisha,Odisha_D86,,23.09,60.1,87.5,13.4,21.8,5.55,Sugarcane,82714.3
2020,Telangana,Telangana_D24,536.2,26.1,86.5,93.8,5.0,57.6,,Groundnut,3346.3
2023,Uttar Pradesh,Uttar_D61,1144.7,26.86,90.0,107.0,31.9,26.7,5.52,Wheat,5029.0
2021,Jharkhand,Jharkhand_D80,453.0,33.4,55.5,103.6,43.9,52.7,6.97,Groundnut,2471.2
2024,Bihar,Bihar_D58,1270.0,16.32,65.1,119.2,20.8,21.8,5.92,Wheat,4369.0
2020,Gujarat,Gujarat_D51,782.4,23.75,68.7,0.0,25.9,37.2,5.74,Cotton,2133.2
2022,Uttar Pradesh,Uttar_D38,980.3,27.99,94.5,44.7,45.8,28.4,6.57,Groundnut,3453.5
2020,Kerala,Kerala_D7,756.4,28.67,93.3,39.2,39.2,31.9,6.91,Oilseeds,
2022,Gujarat,Gujarat_D12,1179.5,22.29,64.1,127.3,2.9,46.8,6.14,Rice,3465.8
2023,West Bengal,West_D63,830.1,26.85,64.2,,7.2,75.0,7.1,Groundnut,3366.2
2021,Karnataka,Karnataka_D122,1763.2,27.05,,109.6,46.4,50.7,6.61,Maize,4931.9
2020,West Bengal,West_D19,1467.5,,46.4,38.4,,57.9,5.17,Jute,2862.7
2024,West Bengal,West_D117,378.3,27.83,89.1,26.0,41.6,22.7,6.37,Groundnut,2944.4
2023,Kerala,Kerala_D107,976.6,26.43,57.1,5.2,0.0,15.3,6.49,Maize,3840.9
2020,Bihar,Bihar_D148,1194.1,24.19,71.5,95.5,48.9,0.0,5.95,Jute,3684.0
2024,Andhra Pradesh,Andhra_D50,,29.43,91.0,11.2,17.8,61.2,6.22,Sugarcane,76321.6
2020,Chhattisgarh,Chhattisgarh_D99,1385.0,25.98,76.7,113.5,39.7,56.5,6.11,Rice,4055.2
2022,Punjab,Punjab_D127,1337.9,24.73,64.0,49.0,28.1,9.9,5.73,Rice,3539.9
2020,Telangana,Telangana_D103,,23.08,54.7,56.7,49.7,18.7,5.91,Oilseeds,3130.6
2020,Kerala,Kerala_D63,1292.5,25.81,69.2,66.6,38.4,100.7,6.45,Groundnut,3853.4
2020,Karnataka,Karnataka_D38,150.0,,65.7,23.5,21.3,87.3,6.32,Pulses,2257.6
2023,Chhattisgarh,Chhattisgarh_D2,1443.0,24.95,99.0,120.7,15.5,44.1,6.1,Jute,4096.5
2020,Karnataka,Karnataka_D28,1254.6,27.14,,29.0,30.1,14.8,6.58,Pulses,2637.3
2024,Punjab,Punjab_D109,464.9,24.77,62.0,67.7,19.4,,7.02,Pulses,2569.4
